lookback,exit_lookback,atr_stop_mult,Sharpe Ratio
45,15,1.0,1.1055939948346314
45,15,1.5,1.1055939948346314
45,15,2.0,1.1055939948346314
45,15,2.5,1.1055939948346314
45,15,3.0,1.1055939948346314
45,17,1.0,1.0889327251339809
45,17,1.5,1.0889327251339809
45,17,2.0,1.0889327251339809
45,17,2.5,1.0889327251339809
45,17,3.0,1.0889327251339809
45,19,1.0,1.067668224266082
45,19,1.5,1.067668224266082
45,19,2.0,1.067668224266082
45,19,2.5,1.067668224266082
45,19,3.0,1.067668224266082
45,21,1.0,1.0322638789998444
45,21,1.5,1.0322638789998444
45,21,2.0,1.0322638789998444
45,21,2.5,1.0322638789998444
45,21,3.0,1.0322638789998444
45,23,1.0,1.0410169350962548
45,23,1.5,1.0410169350962548
45,23,2.0,1.0410169350962548
45,23,2.5,1.0410169350962548
45,23,3.0,1.0410169350962548
50,3,1.0,1.0375249024544797
50,3,1.5,1.0375249024544797
50,3,2.0,1.0375249024544797
50,3,2.5,1.0375249024544797
50,3,3.0,1.0375249024544797
50,5,1.0,1.043880502388808
50,5,1.5,1.043880502388808
50,5,2.0,1.043880502388808
50,5,2.5,1.043880502388808
50,5,3.0,1.043880502388808
50,7,1.0,1.0318463130411575
50,7,1.5,1.0318463130411575
50,7,2.0,1.0318463130411575
50,7,2.5,1.0318463130411575
50,7,3.0,1.0318463130411575
50,9,1.0,1.0376917620832111
50,9,1.5,1.0376917620832111
50,9,2.0,1.0376917620832111
50,9,2.5,1.0376917620832111
50,9,3.0,1.0376917620832111
50,11,1.0,1.058353245422291
50,11,1.5,1.058353245422291
50,11,2.0,1.058353245422291
50,11,2.5,1.058353245422291
50,11,3.0,1.058353245422291
50,13,1.0,1.0503550614746844
50,13,1.5,1.0503550614746844
50,13,2.0,1.0503550614746844
50,13,2.5,1.0503550614746844
50,13,3.0,1.0503550614746844
50,15,1.0,1.064973090978338
50,15,1.5,1.064973090978338
50,15,2.0,1.064973090978338
50,15,2.5,1.064973090978338
50,15,3.0,1.064973090978338
50,17,1.0,1.048539340577062
50,17,1.5,1.048539340577062
50,17,2.0,1.048539340577062
50,17,2.5,1.048539340577062
50,17,3.0,1.048539340577062
50,19,1.0,1.0275674702415445
50,19,1.5,1.0275674702415445
50,19,2.0,1.0275674702415445
50,19,2.5,1.0275674702415445
50,19,3.0,1.0275674702415445
50,21,1.0,0.9977967462886042
50,21,1.5,0.9977967462886042
50,21,2.0,0.9977967462886042
50,21,2.5,0.9977967462886042
50,21,3.0,0.9977967462886042
50,23,1.0,1.0018226396724
50,23,1.5,1.0018226396724
50,23,2.0,1.0018226396724
50,23,2.5,1.0018226396724
50,23,3.0,1.0018226396724
55,3,1.0,0.8924258740336735
55,3,1.5,0.8924258740336735
55,3,2.0,0.8924258740336735
55,3,2.5,0.8924258740336735
55,3,3.0,0.8924258740336735
55,5,1.0,0.9051864751982159
55,5,1.5,0.9051864751982159
55,5,2.0,0.9051864751982159
55,5,2.5,0.9051864751982159
55,5,3.0,0.9051864751982159
55,7,1.0,0.9179109995333372
