lookback_entry,lookback_exit,atr_multiplier,use_trend_filter,return,trades,win_rate,sharpe,max_dd,profit_factor
25,5,2.0,True,-0.8158328716327015,8,50.0,-0.09073692108105441,-10.527264508201595,0.9717521105439083
25,3,2.0,True,-0.8574962290167968,8,50.0,-0.09719680272195995,-10.531222559509313,0.9682988999902876
30,5,1.0,True,-0.9348100776772117,8,50.0,-0.13014167273356086,-6.949044017350515,0.8698352349133902
10,7,1.0,True,-0.9667370251970715,11,36.36363636363637,-0.09546858738441429,-13.528591261519951,0.959607147880582
30,3,1.0,True,-0.9742806267779451,8,50.0,-0.1396752001582886,-6.951621282108455,0.8642396458938747
10,10,1.5,False,-1.0629898975457581,14,21.428571428571427,-0.05402856734840163,-17.282196248702853,1.0303552444398723
30,5,0.5,True,-1.0756560076412824,9,33.33333333333333,-0.15534996160594197,-5.444401794756182,0.846874090771748
30,3,0.5,True,-1.115126556742016,9,33.33333333333333,-0.16646855936524352,-5.446456602923733,0.8411813717999812
15,3,2.5,False,-1.1547274951274813,12,41.66666666666667,-0.0707207832000494,-13.191347636764517,0.969797155756731
10,7,0.5,True,-1.1974701661789187,14,21.428571428571427,-0.13209593222172503,-9.878232781771922,0.9224290850910506
15,10,2.0,True,-1.2308629848415513,8,25.0,-0.11569160353003617,-15.068023452638535,1.0027123102909528
15,7,1.0,True,-1.2389645369132267,10,30.0,-0.1291165917205749,-13.766288129505167,0.937348354902869
15,3,2.0,False,-1.2805372148017158,12,41.66666666666667,-0.07832085973869092,-13.30183721246556,0.9634708527217675
20,5,1.0,True,-1.3444328811771082,10,40.0,-0.15125524192424336,-11.381873202997973,0.9063148646213259
20,3,1.0,True,-1.386096238561204,10,40.0,-0.15898977415990295,-11.386134399267222,0.9029704493595666
25,5,2.5,True,-1.4732358929870861,8,50.0,-0.16546205488157156,-11.120299146129476,0.9228084065631882
25,3,2.5,True,-1.5148992503711816,8,50.0,-0.17342087448205354,-11.124480167186112,0.9195291219658743
10,15,1.0,False,-1.5445422529607822,11,9.090909090909092,-0.09509519493816516,-15.83317276761652,1.0875817034107156
20,5,2.0,True,-1.5501970667338356,9,44.44444444444444,-0.1637132613159025,-10.867079033568361,0.8951335496739586
20,5,2.5,True,-1.5597912575820554,9,44.44444444444444,-0.16574933848464216,-10.875765269895222,0.8944460578861896
25,7,1.0,True,-1.5598985321270447,8,37.5,-0.19564585456649133,-8.396598458355886,0.8799465672762443
20,3,2.0,True,-1.5918604241179308,9,44.44444444444444,-0.17098931417101051,-10.871179697954647,0.891830394863524
20,3,2.5,True,-1.601454614966151,9,44.44444444444444,-0.1731243136849673,-10.879869212010496,0.8911454400064807
30,7,0.5,True,-1.6221550919761285,9,33.33333333333333,-0.22293270026413922,-6.388157747952383,0.8008391115036639
5,5,0.5,True,-1.8050024000038138,20,20.0,-0.19430297579255607,-10.326884154056993,0.7741157656328794
5,3,0.5,True,-1.844472949104547,20,20.0,-0.2019499747275792,-10.33066560630237,0.7712317131611265
30,15,2.5,False,-1.8533752392026326,4,25.0,-0.10703156107223402,-14.677009601461465,0.9827337295208454
30,12,2.5,False,-1.8533752392026326,4,25.0,-0.10703156107223402,-14.677009601461465,0.9827337295208454
20,7,1.5,True,-1.863938078786414,9,33.33333333333333,-0.18740301719695737,-13.824116542296371,0.8973776913642784
15,15,1.5,False,-1.9181351758340677,8,12.5,-0.11079209145228422,-15.652245224620609,1.049004992102449
15,12,1.5,False,-1.9181351758340677,8,12.5,-0.11079209145228422,-15.652245224620609,1.049004992102449
5,5,1.5,False,-1.9383423609517738,20,40.0,-0.09741430896153931,-13.514516050353876,0.8724865124519766
5,10,2.5,True,-1.9394021687543683,9,33.33333333333333,-0.15626325703286,-14.416040637912197,0.9590754204307321
30,7,1.5,True,-2.0210283352979244,7,42.857142857142854,-0.24071331885019034,-10.010876163060944,0.8378269206347244
20,10,1.5,True,-2.2322312161966873,8,25.0,-0.2161038598460743,-16.233774092098972,0.9420010911053011
5,7,0.5,True,-2.30192725640034,20,20.0,-0.24131995988617447,-11.195982066302868,0.7556830593749781
15,10,2.5,True,-2.322572075633507,8,25.0,-0.2210349339408781,-16.00678847274247,0.9387269500074104
10,5,1.0,True,-2.3533828086691755,12,41.66666666666667,-0.2505048120328585,-12.288170285033184,0.8469448825275425
10,3,1.0,True,-2.395046166053271,12,41.66666666666667,-0.2593001599438663,-12.292770784831465,0.8439740934294094
25,10,1.5,False,-2.499590475555287,7,28.57142857142857,-0.16798220390055005,-11.428840068279388,0.9321952419944107
10,10,1.5,True,-2.5148645529675013,10,20.0,-0.23953941455119881,-16.47593087067292,0.9231444116022043
25,5,0.5,True,-2.517502085929682,10,30.0,-0.371209180404219,-5.407316769904447,0.7214012978637937
25,3,0.5,True,-2.554779826747035,10,30.0,-0.38842076232411765,-5.409273448150287,0.7165520116483376
30,10,2.5,True,-2.585354711697073,6,33.33333333333333,-0.2896097941282719,-12.389557460473998,0.857614345697574
15,5,1.0,True,-2.5905754153567795,11,36.36363636363637,-0.29227766188447624,-12.501230379953498,0.819904977212351
15,7,2.0,True,-2.6316800924364543,9,33.33333333333333,-0.2612165034363118,-14.379211286010396,0.854317221314222
15,3,1.0,True,-2.632238772740875,11,36.36363636363637,-0.30266873241278064,-12.50591064613693,0.8168794252479935
25,5,1.0,True,-2.6739258581862666,9,44.44444444444444,-0.3677909415028499,-7.064444135600101,0.6978534621622906
25,7,0.5,True,-2.706329949427327,10,30.0,-0.36644296063277143,-6.4025373768317735,0.6950806584369165
25,3,1.0,True,-2.713396407287,9,44.44444444444444,-0.38404801014195306,-7.067107726822474,0.6933642198168767
10,7,1.5,False,-2.741340682083537,15,33.33333333333333,-0.14241089841716043,-16.714537497590598,0.9130154024731938
30,10,1.0,False,-2.9949215742231354,7,28.57142857142857,-0.2309575184122866,-9.695149910946132,0.8298721354521807
10,10,1.0,False,-3.1121010098798796,15,20.0,-0.19299053669744567,-14.968727104089496,0.9543130383909619
20,5,1.5,True,-3.131054144867303,10,40.0,-0.33919540991790104,-12.503954720241117,0.7808966949841996
20,3,1.5,True,-3.1727175022513987,10,40.0,-0.3497051196009273,-12.508661988745152,0.778015088462548
10,10,0.5,False,-3.2105702442057007,18,11.11111111111111,-0.2336871380848455,-11.132292108073393,0.9340463139274969
