lookback,exit_lookback,atr_stop_mult,score
35,13,2.0,1.3133709582569406
35,13,2.5,1.3133709582569406
35,13,3.0,1.3133709582569406
35,15,1.0,-1.0
35,15,1.5,-1.0
35,15,2.0,-1.0
35,15,2.5,-1.0
35,15,3.0,-1.0
35,17,1.0,-1.0
35,17,1.5,-1.0
35,17,2.0,-1.0
35,17,2.5,-1.0
35,17,3.0,-1.0
35,19,1.0,-1.0
35,19,1.5,-1.0
35,19,2.0,-1.0
35,19,2.5,-1.0
35,19,3.0,-1.0
35,21,1.0,-1.0
35,21,1.5,-1.0
35,21,2.0,-1.0
35,21,2.5,-1.0
35,21,3.0,-1.0
35,23,1.0,-1.0
35,23,1.5,-1.0
35,23,2.0,-1.0
35,23,2.5,-1.0
35,23,3.0,-1.0
35,25,1.0,-1.0
35,25,1.5,-1.0
35,25,2.0,-1.0
35,25,2.5,-1.0
35,25,3.0,-1.0
40,3,1.0,1.3966928005862933
40,3,1.5,1.3966928005862933
40,3,2.0,1.3966928005862933
40,3,2.5,1.3966928005862933
40,3,3.0,1.3966928005862933
40,5,1.0,1.3066992836005713
40,5,1.5,1.3066992836005713
40,5,2.0,1.3066992836005713
40,5,2.5,1.3066992836005713
40,5,3.0,1.3066992836005713
40,7,1.0,1.5427326498878022
40,7,1.5,1.5427326498878022
40,7,2.0,1.5427326498878022
40,7,2.5,1.5427326498878022
40,7,3.0,1.5427326498878022
40,9,1.0,1.4754055006652753
40,9,1.5,1.4754055006652753
40,9,2.0,1.4754055006652753
40,9,2.5,1.4754055006652753
40,9,3.0,1.4754055006652753
40,11,1.0,1.4638833532486222
40,11,1.5,1.4638833532486222
40,11,2.0,1.4638833532486222
40,11,2.5,1.4638833532486222
40,11,3.0,1.4638833532486222
40,13,1.0,1.470797949729048
40,13,1.5,1.470797949729048
40,13,2.0,1.470797949729048
40,13,2.5,1.470797949729048
40,13,3.0,1.470797949729048
40,15,1.0,-1.0
40,15,1.5,-1.0
40,15,2.0,-1.0
40,15,2.5,-1.0
40,15,3.0,-1.0
40,17,1.0,-1.0
40,17,1.5,-1.0
40,17,2.0,-1.0
40,17,2.5,-1.0
40,17,3.0,-1.0
40,19,1.0,-1.0
40,19,1.5,-1.0
40,19,2.0,-1.0
40,19,2.5,-1.0
40,19,3.0,-1.0
40,21,1.0,-1.0
40,21,1.5,-1.0
40,21,2.0,-1.0
40,21,2.5,-1.0
40,21,3.0,-1.0
40,23,1.0,-1.0
40,23,1.5,-1.0
40,23,2.0,-1.0
40,23,2.5,-1.0
40,23,3.0,-1.0
40,25,1.0,-1.0
40,25,1.5,-1.0
40,25,2.0,-1.0
40,25,2.5,-1.0
40,25,3.0,-1.0
45,3,1.0,1.3488986619843701
45,3,1.5,1.3488986619843701
45,3,2.0,1.3488986619843701
45,3,2.5,1.3488986619843701
45,3,3.0,1.3488986619843701
45,5,1.0,1.261502453732646
45,5,1.5,1.261502453732646
45,5,2.0,1.261502453732646
45,5,2.5,1.261502453732646
45,5,3.0,1.261502453732646
45,7,1.0,1.494094672077314
45,7,1.5,1.494094672077314
45,7,2.0,1.494094672077314
45,7,2.5,1.494094672077314
45,7,3.0,1.494094672077314
45,9,1.0,1.4286255556382
45,9,1.5,1.4286255556382
45,9,2.0,1.4286255556382
45,9,2.5,1.4286255556382
45,9,3.0,1.4286255556382
45,11,1.0,1.4180331417976981
45,11,1.5,1.4180331417976981
45,11,2.0,1.4180331417976981
45,11,2.5,1.4180331417976981
45,11,3.0,1.4180331417976981
45,13,1.0,1.4247277446578415
45,13,1.5,1.4247277446578415
45,13,2.0,1.4247277446578415
45,13,2.5,1.4247277446578415
45,13,3.0,1.4247277446578415
45,15,1.0,-1.0
45,15,1.5,-1.0
45,15,2.0,-1.0
45,15,2.5,-1.0
45,15,3.0,-1.0
45,17,1.0,-1.0
45,17,1.5,-1.0
45,17,2.0,-1.0
45,17,2.5,-1.0
45,17,3.0,-1.0
45,19,1.0,-1.0
45,19,1.5,-1.0
45,19,2.0,-1.0
45,19,2.5,-1.0
45,19,3.0,-1.0
45,21,1.0,-1.0
45,21,1.5,-1.0
45,21,2.0,-1.0
45,21,2.5,-1.0
45,21,3.0,-1.0
45,23,1.0,-1.0
45,23,1.5,-1.0
45,23,2.0,-1.0
45,23,2.5,-1.0
45,23,3.0,-1.0
45,25,1.0,-1.0
45,25,1.5,-1.0
45,25,2.0,-1.0
45,25,2.5,-1.0
45,25,3.0,-1.0
50,3,1.0,1.3988230719328494
50,3,1.5,1.3988230719328494
50,3,2.0,1.3988230719328494
50,3,2.5,1.3988230719328494
50,3,3.0,1.3988230719328494
50,5,1.0,1.3071102818890528
50,5,1.5,1.3071102818890528
50,5,2.0,1.3071102818890528
50,5,2.5,1.3071102818890528
50,5,3.0,1.3071102818890528
50,7,1.0,1.5477467448637257
50,7,1.5,1.5477467448637257
50,7,2.0,1.5477467448637257
50,7,2.5,1.5477467448637257
50,7,3.0,1.5477467448637257
50,9,1.0,1.4789573620799767
50,9,1.5,1.4789573620799767
50,9,2.0,1.4789573620799767
50,9,2.5,1.4789573620799767
50,9,3.0,1.4789573620799767
50,11,1.0,1.4671521226305204
50,11,1.5,1.4671521226305204
50,11,2.0,1.4671521226305204
50,11,2.5,1.4671521226305204
50,11,3.0,1.4671521226305204
50,13,1.0,1.4742101058374961
50,13,1.5,1.4742101058374961
50,13,2.0,1.4742101058374961
50,13,2.5,1.4742101058374961
50,13,3.0,1.4742101058374961
50,15,1.0,-1.0
50,15,1.5,-1.0
50,15,2.0,-1.0
50,15,2.5,-1.0
50,15,3.0,-1.0
50,17,1.0,-1.0
50,17,1.5,-1.0
50,17,2.0,-1.0
50,17,2.5,-1.0
50,17,3.0,-1.0
50,19,1.0,-1.0
50,19,1.5,-1.0
50,19,2.0,-1.0
50,19,2.5,-1.0
50,19,3.0,-1.0
50,21,1.0,-1.0
50,21,1.5,-1.0
50,21,2.0,-1.0
50,21,2.5,-1.0
50,21,3.0,-1.0
50,23,1.0,-1.0
50,23,1.5,-1.0
50,23,2.0,-1.0
50,23,2.5,-1.0
50,23,3.0,-1.0
50,25,1.0,-1.0
50,25,1.5,-1.0
50,25,2.0,-1.0
50,25,2.5,-1.0
50,25,3.0,-1.0
55,3,1.0,1.725903699004246
55,3,1.5,1.725903699004246
55,3,2.0,1.725903699004246
55,3,2.5,1.725903699004246
55,3,3.0,1.725903699004246
55,5,1.0,1.5865052154879278
55,5,1.5,1.5865052154879278
55,5,2.0,1.5865052154879278
55,5,2.5,1.5865052154879278
55,5,3.0,1.5865052154879278
55,7,1.0,1.9281380494430571
55,7,1.5,1.9281380494430571
55,7,2.0,1.9281380494430571
55,7,2.5,1.9281380494430571
55,7,3.0,1.9281380494430571
55,9,1.0,1.820437946245893
55,9,1.5,1.820437946245893
55,9,2.0,1.820437946245893
55,9,2.5,1.820437946245893
55,9,3.0,1.820437946245893
55,11,1.0,1.796613027036511
55,11,1.5,1.796613027036511
55,11,2.0,1.796613027036511
55,11,2.5,1.796613027036511
55,11,3.0,1.796613027036511
55,13,1.0,1.8077115449330912
55,13,1.5,1.8077115449330912
55,13,2.0,1.8077115449330912
55,13,2.5,1.8077115449330912
55,13,3.0,1.8077115449330912
55,15,1.0,-1.0
55,15,1.5,-1.0
55,15,2.0,-1.0
55,15,2.5,-1.0
55,15,3.0,-1.0
55,17,1.0,-1.0
55,17,1.5,-1.0
55,17,2.0,-1.0
55,17,2.5,-1.0
55,17,3.0,-1.0
55,19,1.0,-1.0
55,19,1.5,-1.0
55,19,2.0,-1.0
55,19,2.5,-1.0
55,19,3.0,-1.0
55,21,1.0,-1.0
55,21,1.5,-1.0
55,21,2.0,-1.0
55,21,2.5,-1.0
55,21,3.0,-1.0
55,23,1.0,-1.0
55,23,1.5,-1.0
55,23,2.0,-1.0
55,23,2.5,-1.0
55,23,3.0,-1.0
55,25,1.0,-1.0
55,25,1.5,-1.0
55,25,2.0,-1.0
55,25,2.5,-1.0
55,25,3.0,-1.0
60,3,1.0,1.7437195932048328
60,3,1.5,1.7437195932048328
60,3,2.0,1.7437195932048328
60,3,2.5,1.7437195932048328
60,3,3.0,1.7437195932048328
